Наименование	Остаток	Ед.изм	Розничная цена	Артикул
Комплект дисковых колодок SORL КАМАЗ		шт	7 210,00	HM4902+AK007
Комплект дисковых колодок SORL КАМАЗ		шт	7 286,00	HM4903+AK016
Комплект дисковых колодок SORL ШМИТЦ		шт	7 419,00	HM4807+AK007
Комплект дисковых колодок ШМИТЦ		шт	13 222,00	55026881PRO
Комплект дисковых колодок ШМИТЦ SONDER		шт	7 608,00	18.002.0099
Комплект клем АКБ		шт	693,00	
Комплект колец уплотнительных гильзы LEMA		шт	1 560,00	8701509
Комплект колодок Durblok КАМАЗ		шт	8 950,00	29087
Комплект креллений для рундук ШМИТЦ 		шт	4 500,00	
Комплект крепежа тормозного диска SAMPA		шт	1 600,00	075618
Комплект крепления тормозного диска MANSONS		шт	2 160,00	600.157
Комплект крепления тормозного диска SAF		шт	2 062,00	16201
Комплект крепления тормозного диска SAF		шт	2 615,00	075618
Комплект крепления тормозного диска SAMPA 	4,000	шт	1 760,00	075.618
Комплект масляныйх фильтров (3шт) РЕНО		шт	11 490,00	
Комплект масляных фильтров (3шт)		шт	9 100,00	50013660 (TF660)
Комплект масляных фильтров (3шт) VOLVO		шт	10 400,00	
Комплект подшипников BPW	1,000	шт	1 950,00	19735
Комплект подшипников BPW		шт	2 015,00	9540
Комплект подшипников ступицы колеса СКАНИЯ		шт	18 374,00	SK-2850095-01
Комплект прокладок ГБЦ		шт	13 200,00	040.779
Комплект прокладок теплообменника HEAVY DUTY		шт	6 003,00	301233
Комплект регулировочного механизма суппорта BPW		шт	8 550,00	0810 70144
Комплект сцепления ENTER PRISE СКАНИЯ		шт	105 000,00	Е3380014
Комплект сцепления FLRS СКАНИЯ		шт	74 260,00	004 700 612
Комплект сцепления REVOL		шт	74 220,00	СK0 700 611
Комплект сцепления REVOL		шт	54 500,00	PP2 000 474
Комплект сцепления Revol		шт	65 480,00	CK 122 101 
Комплект сцепления RUEN		шт	106 720,00	3400700612
Комплект сцепления Volvo LUK		шт	124 635,00	643342409
Комплект сцепления ГАЗЕЛЬ НЕХСТ		шт	20 830,00	
Комплект сцепления МАН 		шт	68 125,00	
Комплект сцепления МАН		шт	129 840,00	
Комплект сцепления СКАНИЯ		шт	81 650,00	
Комплект топливных фильтров СКАНИЯ 		шт	2 880,00	2003505
Комплект тормозных колодок		шт	7 980,00	29175
Комплект тормозных колодок		шт	1 350,00	
Комплект уплотнений крышки суппорта BPW		шт	2 184,00	M2950034
Комплект устоновочный корзины сцепления СКАНИЯ		шт	3 136,00	
Комплект фланцевых болтов HEAVY DUTY		шт	2 025,00	306021
Компьютерная диагностика		шт	1 500,00	
Компьютерная диагностика адаптация сцепления		шт	1 500,00	
Компьютерная диагностика адаптация цыркуляционного насоса		шт		
Компьютерная диагностика калибровка датчика давления		шт		
Компьютерная диагностика калибровка ПГУ		шт		
Компьютерная диагностика калибровка сцепления 		шт		
Компьютерная диагностика калибровка сцепления КПП		шт	1 500,00	
Компьютерная диагностика калибровка тормозных усилий		шт		
Компьютерная диагностика калибровка тормозных усилий п/п		шт		
Компьютерная диагностика калибровка фильтра влагоотделителя		шт		
Компьютерная диагностика калибровка форсунок		шт		
Компьютерная диагностика колибровка весов 		шт	1 500,00	
Компьютерная диагностика колибровка подъемной оси п/п		шт		
Компьютерная диагностика колибровка сцепление 		шт	1 500,00	
Компьютерная диагностика коллибровка весов		шт		
Компьютерная диагностика коллибровка датчиков АБС п/п 		шт		
Компьютерная диагностика коллибровка осушителя		шт		
Компьютерная диагностика коллибровка сцепления		шт		
Компьютерная диагностика коллибровка тормозных усилий п/п		шт		
